Actual Price,Predicted Price
150,182.80252
200,184.51314
40,80.72803
199,142.77911
93,83.80783
150,134.76016
60,111.29852
100,116.99579
65,66.77907
50,113.65528
69,69.514824
195,175.17656
175,120.48565
75,128.55847
65,121.65102
100,91.20958
175,117.00092
120,105.47405
125,132.45813
85,126.57375
180,121.09137
42,63.12191
149,141.73863
76,94.32366
220,186.90366
130,131.49352
80,166.8266
40,83.02047
84,160.02412
180,170.06468
250,127.65029
100,104.817245
150,155.25432
70,89.63013
300,150.40651
80,94.23986
125,106.093124
37,40.927345
99,95.26733
200,129.01418
89,152.35591
75,91.044106
130,173.79272
126,127.671646
210,126.83582
180,172.39667
195,124.97974
95,152.56688
50,89.85317
199,204.21341
34,53.016506
35,80.3452
50,120.47806
190,109.39366
99,62.551125
49,92.00883
75,139.2915
111,147.99745
65,69.437874
37,68.03121
119,182.94542
120,147.53186
110,183.42407
70,95.51758
250,135.67886
85,132.3113
50,65.7006
138,181.95291
200,170.17249
83,154.17662
110,123.77686
45,82.26146
125,140.47253
150,142.29247
67,78.5351
80,64.09334
175,99.394
127,105.13384
195,187.95183
151,108.60633
229,227.83977
65,83.66011
160,103.98837
250,147.01213
75,119.68929
149,140.23428
70,151.63925
50,83.375
100,102.43356
75,78.21195
295,169.68492
65,75.11703
95,180.09917
100,190.51991
120,146.90071
100,114.38112
70,84.08449
50,74.242676
130,115.454185
140,143.30084
179,89.71207
240,156.51411
45,66.593636
104,76.33994
142,166.42235
225,125.17557
34,89.22803
60,80.994896
125,151.80547
120,102.24639
250,167.02168
69,97.34683
115,107.21155
55,105.665405
100,105.47625
65,175.94067
225,160.39511
150,163.95885
59,76.003944
199,177.6623
70,57.667675
155,118.771225
125,138.69244
100,84.92769
47,129.05426
120,90.27248
200,91.86383
75,135.63803
150,119.021935
150,146.15675
65,134.39313
222,131.6941
40,132.51889
152,106.771805
60,75.737686
93,83.05252
299,172.72284
145,154.21992
90,83.30869
110,108.08664
250,156.24016
180,197.70882
100,82.50499
90,99.79553
60,81.50445
140,161.71356
140,104.35648
150,139.36111
250,99.128815
75,147.463
65,77.3478
107,108.11487
90,61.491653
50,116.469185
165,153.37094
310,131.41086
300,218.10146
150,159.40173
110,115.201805
100,83.8153
250,157.67168
188,78.63293
38,95.55479
225,182.82112
65,147.17717
195,151.5698
290,120.61698
250,125.45144
250,190.41037
139,150.1581
209,176.55022
150,153.0417
135,107.61522
185,126.63282
95,97.81452
100,134.94235
220,166.9372
65,70.73283
55,75.41463
200,95.01189
150,157.05391
85,199.40584
149,58.415848
300,141.32857
150,130.89018
110,118.994156
100,131.14177
90,104.68518
40,66.21653
200,144.5319
270,205.0885
200,172.49736
140,153.15779
90,75.271355
41,92.14919
110,129.9165
60,105.51938
275,160.21297
180,163.81105
123,151.1703
62,132.73076
160,141.7562
85,92.30052
70,113.69655
40,74.61309
225,74.2292
75,142.10919
120,144.62802
85,122.801056
50,76.24699
80,65.97358
66,89.92003
75,103.68758
75,109.16143
156,171.50037
97,178.57526
80,119.12171
159,104.73436
115,140.459
60,85.118546
198,166.77985
43,83.68272
120,138.83879
75,94.621056
85,136.14833
110,143.3569
139,153.53775
47,79.98798
275,122.18715
80,97.17676
99,86.748314
99,87.669685
100,69.715
54,101.3215
70,153.85016
195,130.66475
80,51.28755
150,145.05298
30,56.430874
150,91.62249
68,97.241455
90,69.9395
55,91.76939
170,142.77762
100,133.18652
174,138.40614
50,104.418205
170,168.3805
50,106.092186
77,125.31761
32,78.99676
100,77.22098
125,134.16289
49,86.89028
65,73.498344
275,158.61397
50,50.929775
69,84.8559
180,196.15688
107,123.48146
59,101.83458
200,123.091484
75,125.894714
105,103.52305
130,75.56488
58,65.07787
57,193.65796
31,71.93563
199,124.857605
330,157.75706
100,78.278076
145,130.4025
70,67.68494
211,177.77818
135,78.87442
40,49.209496
95,128.19844
200,178.75006
235,245.48987
150,128.38829
259,178.37747
128,123.88279
195,147.92091
240,146.2058
190,164.79349
30,70.56191
65,108.50352
100,70.249016
55,86.24254
70,83.55838
150,162.70013
80,90.221214
130,201.13696
120,131.67705
75,118.958466
125,108.100464
135,161.37029
102,76.02443
150,193.647
40,60.00084
44,146.61215
122,95.20832
225,94.49692
150,178.30649
56,119.611626
55,60.155952
55,64.20195
80,141.21149
249,174.90227
300,109.419556
161,156.79253
140,158.09534
85,150.3575
69,137.30309
299,139.36502
133,183.91182
69,81.135216
37,98.1914
185,158.55385
250,85.39891
220,155.9643
150,134.23454
81,75.24523
28,80.51495
235,186.39334
58,140.73485
188,97.95227
99,116.75688
150,109.70825
32,68.85291
105,164.87288
200,121.385506
115,102.83061
124,167.11224
330,121.50109
36,71.51188
59,80.48743
75,106.65594
99,107.82595
52,71.043846
180,145.35231
51,78.84978
47,64.6782
270,162.75414
65,143.78879
171,127.12743
182,178.80699
80,83.49204
75,96.795876
169,183.89381
225,168.49405
160,133.11871
175,93.63686
75,167.72176
108,76.86342
60,82.971085
85,72.9767
110,194.98405
70,94.905464
250,143.30692
60,100.48803
60,82.14805
55,60.371014
219,172.75746
135,143.53084
200,130.43706
138,93.682945
59,78.76079
130,147.33293
40,37.25715
65,74.31347
280,103.3974
200,158.42253
55,108.01387
200,137.97832
90,155.24673
95,69.6108
45,88.66011
85,67.73314
110,193.37126
80,106.75969
300,119.290695
177,166.0619
115,61.677235
45,83.500755
89,128.09055
115,133.01387
60,94.865295
180,169.78766
250,101.25763
148,146.82689
110,93.16152
59,97.22665
111,112.00921
200,186.95267
75,105.13253
75,93.71194
35,60.236156
150,130.58467
145,158.98169
112,161.08488
93,106.57555
85,142.2583
125,133.93492
150,103.42629
200,154.91338
85,140.29385
115,179.22026
100,112.23241
60,102.02369
82,159.29852
148,167.41132
90,134.72377
204,180.97224
250,173.80075
50,121.18552
220,124.093575
165,146.32524
100,78.4054
90,170.22609
134,194.55035
146,88.98797
250,150.45883
32,73.922
250,143.21358
34,42.02062
90,142.92252
40,93.81645
130,97.21585
75,102.835144
225,162.58786
81,142.25862
295,125.89854
200,159.66338
231,226.21127
75,86.2485
249,119.96316
75,126.67402
199,153.04921
205,211.61212
250,91.949196
37,103.65118
52,123.71133
60,99.6338
80,165.32454
33,122.57458
165,110.67731
250,91.25473
68,89.26614
150,143.11615
165,132.86577
53,78.23984
150,143.61987
90,105.49516
225,130.78592
175,120.215576
55,185.8705
60,69.772766
109,121.37342
100,79.87805
70,73.5438
119,113.5185
86,151.12817
250,221.92336
170,101.11252
170,179.6733
75,158.79869
50,88.1836
250,195.55283
125,66.05561
80,105.790474
90,114.24367
90,173.47832
49,56.656597
200,159.98055
50,68.81182
155,79.66635
125,99.57909
195,167.31236
170,166.4589
175,169.84782
55,111.03164
51,64.64149
266,121.35964
65,71.82192
78,119.0931
75,94.039604
300,216.58789
55,100.18489
130,174.7866
47,129.34853
40,87.05057
250,70.264465
94,109.875755
94,75.76642
70,61.433704
180,98.089836
119,152.53055
180,150.30133
69,79.92606
125,93.991585
100,81.398
80,98.62932
100,80.81564
64,119.63482
95,89.01615
117,176.59319
250,159.52544
100,135.93236
250,68.696884
149,184.57616
85,100.42107
150,82.68839
225,125.66951
89,131.12025
38,66.372375
100,78.8617
95,114.252884
91,206.53426
220,190.12685
110,153.02878
105,89.81549
50,128.59956
67,131.84561
125,192.00185
40,83.43097
50,131.05428
100,145.00691
225,159.29482
235,208.81209
199,124.90096
65,55.358925
110,131.46756
225,117.607925
100,102.503204
0,159.18906
150,96.04936
250,100.563255
145,160.8593
55,67.28686
180,232.50505
100,164.8759
125,154.85764
42,78.37405
90,115.347565
189,158.01665
50,124.2782
79,67.40232
89,151.828
265,241.80779
200,149.34227
160,171.7668
92,100.24046
150,163.94424
75,108.56117
111,196.22781
305,187.62216
95,113.378815
325,174.1096
105,79.93573
90,148.03569
150,81.95722
129,142.71564
95,142.26004
220,173.26001
93,83.11081
47,56.265438
75,117.50069
70,80.31638
150,78.15268
105,111.27146
69,92.93343
91,109.6397
260,154.6214
110,95.34812
316,146.96935
59,61.19542
245,138.41534
48,90.19855
80,62.984413
115,138.56102
70,74.769646
80,64.09891
70,103.92695
48,75.228615
54,83.83024
75,168.20155
85,97.28336
177,159.33498
75,81.59236
199,220.46292
225,160.36847
102,140.77763
115,134.72908
60,126.14172
85,152.10265
46,60.9519
90,88.63979
185,175.8486
43,74.91705
86,59.315865
20,75.18942
45,82.61918
28,68.9745
175,183.64922
104,121.31373
75,121.63999
99,120.5085
97,110.086784
50,85.74848
65,167.704
80,129.21718
100,83.03327
75,140.73953
50,114.26759
60,96.78097
90,94.31431
80,98.99245
239,161.20317
130,80.60778
47,55.291878
68,132.50262
200,160.70811
232,163.2602
200,141.1597
180,175.46364
85,93.322586
70,111.449684
55,120.507805
118,161.44543
80,117.257996
80,98.21681
150,78.55422
65,99.71236
75,79.92723
40,95.16977
69,172.89046
169,146.67363
185,151.9275
50,81.90122
200,133.78134
200,111.28013
102,101.994644
225,150.17136
96,101.097374
65,176.63548
180,123.841446
60,128.00948
170,174.05736
219,169.04655
180,187.00069
85,118.29265
180,175.11023
120,124.23252
79,94.99649
149,142.88194
250,65.35196
130,132.84605
175,91.53362
200,146.9415
200,171.293
85,86.270744
37,50.682407
98,81.65916
91,112.535164
40,97.155624
50,75.67266
60,118.152985
188,92.89136
55,96.88179
120,146.1849
100,91.28154
150,165.56021
250,103.31389
59,86.83992
53,134.18376
169,165.69534
170,126.42699
75,130.88727
299,90.23619
85,159.39445
115,88.92192
249,151.43773
40,65.71408
100,114.34741
46,152.77307
96,47.057552
40,59.74003
54,154.1854
150,169.22859
250,140.42941
40,102.3296
100,150.26373
40,71.584595
65,67.30367
58,88.44848
70,53.099056
99,116.299835
60,138.13867
50,98.05405
90,90.94055
60,85.04498
185,154.40314
75,105.84572
50,98.30198
150,169.44563
150,147.83011
100,91.37558
90,143.92842
150,133.04695
250,144.71054
52,80.29631
90,96.22732
151,85.913956
120,81.21056
100,147.65416
37,41.270287
48,82.24653
160,73.62461
80,70.43403
300,96.09526
97,115.68989
175,70.50816
100,160.68045
60,110.70471
62,106.1743
305,216.01917
80,116.833305
125,125.40132
71,91.11741
90,96.53568
145,112.83006
50,47.02278
120,175.77417
70,115.40061
60,103.851395
127,144.79832
140,149.89714
60,125.03425
105,79.23566
49,78.52546
220,183.1801
65,120.86559
55,100.96373
100,106.93998
89,119.64547
150,137.00244
70,113.974144
89,101.764244
250,190.35979
175,144.53043
180,152.69833
65,81.90738
180,80.5663
100,92.800865
145,107.4178
200,181.87387
70,130.78421
49,75.47884
65,65.43046
65,109.781746
300,148.70064
50,89.60304
130,88.97577
125,128.7331
249,135.4255
175,172.70636
50,119.36472
200,138.17734
50,65.17359
132,127.06266
55,110.20846
115,111.85919
195,134.18709
40,80.873085
60,94.010345
75,109.25565
80,150.85234
45,103.436165
65,89.787964
65,78.4295
275,152.43352
55,102.846054
90,73.76362
52,92.97272
40,78.43179
120,118.30004
150,167.08139
95,150.76405
67,130.54027
100,156.18622
99,154.33443
69,104.146576
175,161.48787
148,123.50345
34,105.53902
100,125.93144
188,139.62544
198,156.62532
140,85.56142
250,99.527596
100,158.29614
70,86.47258
300,158.3558
80,96.83042
85,147.56711
299,199.62842
150,87.6991
70,68.68434
55,72.001976
175,165.35039
42,49.832466
198,193.71675
70,145.92719
50,81.80522
75,119.25992
60,85.95976
125,122.047066
45,92.49761
160,142.1285
112,86.95845
70,105.84378
35,133.6396
140,74.72651
220,110.97309
76,98.124886
40,55.37075
55,95.88051
68,116.36053
150,168.30783
260,124.7381
168,157.62354
45,63.919422
100,136.16733
150,158.91461
200,107.203026
74,98.21118
125,77.00471
65,78.9202
100,107.95706
65,70.64509
130,146.40556
75,77.25267
53,81.004524
200,210.03957
120,88.06402
75,104.47569
59,112.36443
190,173.23949
59,104.390625
26,40.728947
35,97.10163
179,152.27408
47,84.014244
200,154.48383
85,145.45937
125,82.69286
200,194.69719
120,148.86995
43,84.890656
170,157.55382
160,140.65538
95,124.19126
101,148.09155
70,84.25355
90,150.8003
250,136.33177
150,171.96228
215,182.5669
60,95.9833
120,80.87242
45,88.84893
140,97.99539
150,75.92563
175,139.01338
49,73.27787
55,116.16941
150,165.96912
156,174.027
131,85.79009
32,32.8738
85,162.47815
35,49.939705
55,100.923294
89,149.11966
210,139.03482
170,110.52635
85,91.409584
150,82.41011
120,90.42869
139,124.37881
63,152.71259
80,166.4785
90,104.757515
100,84.21587
200,192.04947
45,80.184006
100,109.23761
105,86.38487
39,86.17695
55,106.98336
55,59.316517
84,87.383255
42,40.73496
50,80.125015
90,146.63068
50,132.55615
69,119.83116
95,200.2818
155,95.62816
95,93.70883
170,123.37614
249,98.998566
37,44.445774
170,164.64027
100,118.36488
300,124.47304
99,77.65358
45,67.18853
90,125.34557
80,146.25769
215,142.84492
75,154.83969
80,108.6352
90,103.75278
193,165.73228
65,79.08898
90,91.82098
125,98.64405
154,104.8821
70,97.88661
38,100.5215
90,96.546906
68,91.284065
65,80.649925
78,102.0682
250,123.8144
197,175.26764
99,133.72641
65,76.61146
299,210.63101
299,179.38246
95,112.623634
75,171.88277
46,134.88799
46,99.46643
225,196.48357
45,80.81357
175,190.96025
100,140.69574
109,98.16178
214,178.18336
38,56.62772
325,164.7337
75,110.024956
50,74.71733
100,193.9448
50,114.90138
170,191.66269
35,85.21163
120,100.24247
145,97.82766
280,100.55757
200,151.2928
127,102.21249
99,115.89683
133,159.79921
60,82.52232
65,60.83529
140,189.1434
175,158.74559
65,72.85406
70,102.22412
90,142.36537
60,88.020905
57,63.764256
279,180.93983
60,79.86982
59,69.010666
80,90.77074
175,200.98225
140,53.752613
125,109.91589
215,133.20413
40,98.3975
70,133.76123
48,58.19141
75,128.55179
109,129.01373
85,151.76396
250,179.48534
65,75.02494
49,87.737274
180,160.13011
175,141.94989
120,102.63918
150,139.84987
53,96.92451
89,122.762985
95,157.36163
95,143.6759
62,100.57051
45,101.35759
97,107.47163
120,130.473
99,136.03252
135,134.98653
40,79.75341
96,92.51624
250,173.84673
99,145.64894
90,86.992744
160,116.2688
45,107.01462
100,112.07364
169,185.86496
295,172.55142
125,88.20758
75,100.4718
150,139.88101
55,62.130768
185,156.70699
275,178.48245
40,80.39646
49,79.544205
33,62.980278
102,108.25792
45,153.28873
175,100.45847
34,77.86704
55,71.599174
250,65.03662
70,97.727615
25,88.1306
185,97.16476
99,104.62516
150,106.56849
105,121.51483
80,89.342125
45,44.581425
63,83.064674
64,138.99893
45,60.828194
160,108.97689
195,119.53834
169,150.1957
260,193.641
200,112.15448
125,150.16962
69,109.75852
80,110.07594
139,209.27417
109,146.31433
200,147.88045
120,151.54922
35,84.8586
73,127.85072
50,110.02222
80,84.50969
48,77.546036
150,108.50334
125,93.64869
122,95.14332
97,120.522606
79,109.23439
102,120.379326
99,168.3874
70,118.67413
139,168.23622
75,86.89692
175,100.58385
128,185.06645
190,85.478645
102,112.80172
198,138.61644
95,79.17117
43,52.269352
65,85.7321
124,164.4279
85,100.09225
155,68.56641
95,97.23854
250,119.44296
210,128.3901
80,123.95369
120,138.24788
70,138.49341
55,124.66597
50,71.175446
196,148.39081
159,195.88336
210,171.01938
91,64.38159
60,111.66962
198,187.49716
55,69.860374
30,70.75806
90,115.544174
100,113.79815
175,122.70001
80,144.48705
280,166.76106
200,131.83157
50,55.62124
175,127.31056
20,42.691326
140,144.4971
50,75.250534
60,161.54697
174,151.96655
300,101.84792
135,154.42403
60,80.52715
189,197.45891
55,96.583206
100,154.84695
50,68.09574
105,96.28255
118,118.00825
195,235.65569
90,163.04044
55,75.70199
150,198.26257
99,148.60625
60,86.11878
42,77.216675
25,87.600334
45,76.343704
100,103.372
101,125.93629
50,102.15693
217,157.73138
195,96.70553
100,86.76118
165,98.57033
150,209.37476
230,161.8212
115,81.74704
99,86.01516
55,92.4635
100,169.88196
80,69.88648
170,114.581894
199,169.38135
93,114.62124
59,87.60432
250,194.7813
115,136.49738
110,68.22812
200,129.09256
62,62.567825
90,100.87766
169,120.65887
170,148.29924
150,124.28356
199,106.10296
280,191.78152
85,100.87092
120,122.979324
79,128.75987
135,171.74747
118,116.39479
100,109.79218
50,55.60985
160,154.4536
227,223.16405
175,107.75771
200,78.16853
49,77.230354
120,182.30118
65,90.95889
52,140.80667
195,204.10541
100,90.3284
230,109.85686
80,142.3587
150,161.5612
175,160.62563
300,211.1491
60,109.10814
195,119.811714
125,115.72325
149,98.72033
225,156.80177
79,83.505104
99,149.52144
190,151.65686
119,154.99579
180,246.46762
180,167.27026
46,95.11049
300,164.35979
50,73.69331
120,110.87601
62,93.7921
33,59.862335
250,146.29721
110,77.921326
75,150.96428
49,87.80402
299,239.19812
185,154.53195
70,96.22198
290,197.52322
75,126.61773
100,138.35553
200,162.49738
70,75.36756
75,101.625145
50,85.56163
40,59.175415
59,93.60864
130,117.07482
225,180.70381
30,72.76309
275,184.663
120,100.82368
89,116.05154
115,170.00645
110,123.810104
220,123.91546
299,126.79105
249,143.33582
225,139.27057
157,200.25423
100,149.70654
189,197.79834
75,92.60139
200,156.78577
150,126.95758
60,84.52316
64,74.46581
38,71.42131
30,155.67616
65,62.686714
40,55.876263
28,52.417656
70,118.21544
45,85.12277
177,128.96909
120,113.83699
104,154.64812
30,70.4431
60,99.73472
80,106.338875
95,87.50864
100,146.3242
93,99.2432
167,117.92522
66,66.08246
80,76.01571
89,161.50989
87,101.57456
100,98.592674
63,126.062004
50,76.63981
85,74.044334
99,120.234344
180,122.90197
38,113.11397
100,161.14873
120,143.46788
50,110.355194
70,82.549355
58,139.56418
55,45.595165
250,161.62563
148,152.38332
50,90.82034
69,78.67279
150,160.30592
270,223.22882
70,86.81843
50,128.5639
114,112.79125
50,90.348656
200,171.59808
85,75.81057
189,209.23155
150,176.94386
160,118.78477
228,178.10179
60,64.53073
157,170.44873
300,96.37924
150,75.00061
85,107.02724
36,65.35248
70,70.569084
225,168.88557
315,137.31488
85,131.29305
80,99.24911
45,138.20343
115,167.69159
59,126.74548
250,127.908714
85,97.55096
100,122.59553
300,99.51915
51,106.86527
54,85.42315
50,71.88798
49,102.482956
45,107.65198
60,50.63322
261,200.01537
60,94.09741
82,116.24652
85,129.78215
70,134.19054
65,114.38098
182,168.45384
79,107.7554
150,149.32532
121,124.1363
20,95.4495
289,151.74297
58,129.34549
220,198.3142
160,101.147026
275,137.96646
199,173.23773
45,66.43788
80,189.78085
99,144.32054
60,94.49195
151,153.82935
65,135.33215
59,80.68521
65,86.43185
225,139.36275
190,140.7747
45,87.6404
124,134.75928
240,129.95168
99,118.403824
115,84.24883
60,81.72182
144,183.69588
74,155.53293
150,184.17194
130,109.889595
45,83.34386
90,130.37416
95,103.827736
85,133.1455
99,107.94081
226,125.960724
158,170.6506
130,65.90121
90,91.29783
125,142.13503
91,150.76349
325,91.19835
300,168.57605
35,47.42703
65,69.602325
225,207.93068
49,123.90887
37,81.49473
55,67.418686
115,116.34113
85,81.13131
55,70.61706
59,110.19459
50,97.52012
144,129.48143
50,71.83524
0,41.256706
115,142.78152
65,79.88418
150,114.26052
95,82.51778
87,85.6111
99,82.97391
85,128.25839
285,235.19304
250,155.05653
50,103.17844
150,147.8334
135,155.16484
49,130.15163
260,195.20181
65,84.82278
280,186.45694
50,76.61052
137,131.40326
150,118.75788
300,152.81912
320,147.99324
30,62.05222
175,129.28232
250,89.819176
50,89.66707
90,161.49315
50,88.13959
200,162.79411
145,139.09097
169,119.51502
140,173.18034
80,133.41359
55,76.493034
76,58.19315
33,51.802746
300,141.91385
55,75.73817
180,106.364716
199,142.41281
37,68.698944
90,125.793434
245,130.94005
100,86.86214
295,188.77945
225,232.25511
80,144.53517
50,91.06079
128,91.98219
75,93.44402
120,78.139694
175,111.57989
280,164.33345
220,131.10793
180,180.20236
295,186.99054
80,105.249725
65,69.0592
250,119.6102
35,72.52026
100,82.64819
69,136.86029
100,101.019516
115,175.05515
100,53.0218
140,150.4934
115,84.38248
240,155.79947
70,96.26601
149,214.03377
250,162.75558
225,121.951035
107,130.14545
120,76.09101
207,214.4084
140,127.62566
239,176.25133
157,159.17975
70,81.01794
60,81.14373
150,106.99694
150,111.84185
86,112.33324
45,69.598045
157,125.31768
246,132.1396
65,73.19068
65,73.89465
81,65.24167
51,171.3941
110,130.97609
155,134.12546
250,115.65754
250,156.3466
50,138.9631
105,132.04324
218,169.70656
35,67.42638
80,52.24226
65,109.816505
170,115.361374
45,87.099556
73,152.41013
200,90.05688
140,94.82843
150,108.32472
55,65.10819
75,63.601055
129,132.54005
120,81.08952
65,152.84143
200,154.64772
197,171.64847
200,139.87012
90,140.87141
270,175.3413
159,162.53369
72,97.594215
200,136.17366
65,107.30213
180,177.30347
59,78.561966
125,137.64137
110,121.25189
75,82.154305
60,96.500046
130,117.13771
250,182.7245
60,77.730965
170,65.73197
120,139.9429
200,184.46753
225,110.55328
195,146.94229
125,153.93967
300,138.93118
78,106.81129
30,86.59511
45,68.59761
325,171.9712
120,140.84242
155,137.45369
80,90.36575
209,174.0764
100,139.87935
159,151.03871
148,104.39888
110,161.01292
65,109.9339
135,153.63777
135,126.716515
139,137.79665
35,88.24761
150,164.6769
119,163.77151
88,87.06339
100,140.46109
170,87.97749
60,100.012665
55,73.80597
200,166.32747
41,141.1591
84,94.26745
225,173.5433
99,78.83234
72,84.44625
145,128.56047
210,182.98341
109,158.95538
54,70.95411
200,108.67821
47,76.17202
160,158.96085
98,170.89096
99,138.48813
65,143.64981
50,83.21457
170,95.80028
110,114.99591
140,140.01677
110,80.60054
85,113.407394
70,84.983505
190,156.74448
50,112.18063
139,119.66877
180,210.47586
85,113.167694
75,74.52029
40,66.55252
60,74.83917
225,194.11086
50,166.326
90,107.5938
110,78.32149
49,54.419514
135,101.54449
65,100.473755
150,63.57174
69,69.25887
34,63.748306
53,93.26258
180,110.69791
150,153.25464
50,74.850716
200,177.71071
119,120.17287
95,106.91779
125,95.921234
180,159.78534
150,129.92856
60,66.42398
49,69.755
148,122.53863
32,42.07086
100,173.83429
140,158.84563
129,106.092926
95,121.34588
60,83.843765
150,132.57336
59,90.68598
290,123.78346
119,121.11379
30,55.289116
250,87.61306
200,168.81676
200,92.165855
45,83.64888
48,54.6838
174,144.16876
50,94.145485
45,108.22039
50,75.55907
85,100.10054
325,178.6196
50,109.13609
75,120.83714
199,95.76246
68,56.981728
65,91.864235
30,94.06628
110,98.092735
45,55.019215
125,101.621994
180,75.20099
98,120.64895
29,73.37335
175,102.74371
110,141.44682
250,87.20096
75,116.64466
130,101.53072
150,198.34671
300,115.71641
50,75.141685
150,130.01427
90,112.80117
90,92.64736
267,208.64957
50,52.138844
100,183.52795
175,186.06932
120,115.00909
50,107.29849
59,146.68352
129,77.0968
139,74.854385
100,167.96046
180,77.99077
170,204.39784
243,157.7858
95,64.18911
180,181.76135
135,144.55402
100,119.83458
85,169.171
146,101.77816
50,98.2275
100,173.29755
150,126.949554
111,89.65354
40,94.81713
65,73.35587
69,109.25899
70,81.45063
225,122.82643
65,93.09319
250,117.01658
75,74.75807
150,161.10233
59,72.430504
100,121.06866
225,211.60455
60,111.62012
40,66.947975
165,160.39664
45,93.452385
160,166.75325
160,105.40498
58,73.938385
70,101.207695
250,170.74084
79,91.63657
225,127.04926
174,136.04515
195,159.61572
75,80.17027
300,190.3292
51,122.71373
200,107.16621
111,124.67921
50,86.27219
75,116.55015
165,133.80922
95,126.43299
288,196.15105
90,76.82014
90,170.21812
225,71.789024
67,117.17228
130,131.4055
119,100.32457
75,123.85662
95,155.67229
129,118.409096
200,167.39185
80,77.60573
300,107.94879
117,73.13968
103,188.14447
70,138.48524
199,180.30858
45,74.39653
68,104.739494
50,84.291016
155,148.53511
250,150.53537
65,149.85603
74,91.64009
195,181.6154
260,145.00111
75,112.37199
55,74.61981
300,162.94312
60,74.94092
200,121.699104
119,157.98332
155,171.7212
75,89.47135
100,91.638145
180,102.5233
64,96.57296
160,163.11594
50,101.49851
150,118.21942
36,60.303013
135,119.686005
89,121.01526
99,152.01862
300,162.81055
53,98.67905
110,160.76614
215,195.54424
120,118.210754
65,113.72741
200,178.32034
121,212.86392
88,100.18199
55,83.44938
25,83.25432
28,86.50029
150,101.48592
160,128.45074
65,108.05268
45,80.3048
90,96.177345
35,39.124634
127,177.32498
332,237.49695
40,91.01716
169,168.23367
239,101.8834
270,236.02081
80,147.83736
130,159.16527
100,129.96883
107,84.107414
225,172.02258
59,110.40283
150,97.55454
116,145.78673
110,144.49858
281,138.4634
55,84.17063
81,82.439575
260,206.75116
89,112.80919
150,122.64414
48,90.06724
105,108.12347
99,96.21681
150,172.72768
75,93.025276
75,59.475597
179,167.07343
88,162.14107
49,83.85405
251,137.69205
100,73.20159
40,76.24922
185,104.06919
250,151.29042
